image_name,batch_label,label_number,label_name,dataset,tain/validation/test
b'poppy_s_001753.png',train,2,flowers,cfar100,train
b'sunflower_s_000428.png',train,2,flowers,cfar100,train
b'poppy_s_001599.png',train,2,flowers,cfar100,train
b'poppy_s_002083.png',train,2,flowers,cfar100,train
b'mountain_rose_s_001109.png',train,2,flowers,cfar100,train
b'sunflower_s_000138.png',train,2,flowers,cfar100,train
b'poppy_s_002713.png',train,2,flowers,cfar100,train
b'tulip_s_001940.png',train,2,flowers,cfar100,train
b'poppy_s_002316.png',train,2,flowers,cfar100,train
b'orchid_s_001596.png',train,2,flowers,cfar100,train
b'poppy_s_002079.png',train,2,flowers,cfar100,train
b'sunflower_s_000120.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_000359.png',train,2,flowers,cfar100,train
b'poppy_s_000840.png',train,2,flowers,cfar100,train
b'sunflower_s_001449.png',train,2,flowers,cfar100,train
b'poppy_s_000794.png',train,2,flowers,cfar100,train
b'lady_tulip_s_000201.png',train,2,flowers,cfar100,train
b'rose_s_002069.png',train,2,flowers,cfar100,train
b'sunflower_s_001716.png',train,2,flowers,cfar100,train
b'rose_s_001583.png',train,2,flowers,cfar100,train
b'rosebush_s_001383.png',train,2,flowers,cfar100,train
b'tulip_s_002137.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_001679.png',train,2,flowers,cfar100,train
b'rose_s_001408.png',train,2,flowers,cfar100,train
b'rose_s_002037.png',train,2,flowers,cfar100,train
b'tulip_s_000767.png',train,2,flowers,cfar100,train
b'sunflower_s_000141.png',train,2,flowers,cfar100,train
b'sunflower_s_002030.png',train,2,flowers,cfar100,train
b'orchis_s_000175.png',train,2,flowers,cfar100,train
b'mountain_rose_s_000484.png',train,2,flowers,cfar100,train
b'sunflower_s_002093.png',train,2,flowers,cfar100,train
b'rosebush_s_000396.png',train,2,flowers,cfar100,train
b'tulip_s_000334.png',train,2,flowers,cfar100,train
b'sunflower_s_000676.png',train,2,flowers,cfar100,train
b'sunflower_s_002138.png',train,2,flowers,cfar100,train
b'poppy_s_000842.png',train,2,flowers,cfar100,train
b'sunflower_s_002483.png',train,2,flowers,cfar100,train
b'sunflower_s_001035.png',train,2,flowers,cfar100,train
b'orchid_s_000639.png',train,2,flowers,cfar100,train
b'orchid_s_001796.png',train,2,flowers,cfar100,train
b'orchid_s_000127.png',train,2,flowers,cfar100,train
b'tulip_s_002200.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_000703.png',train,2,flowers,cfar100,train
b'tulip_s_002313.png',train,2,flowers,cfar100,train
b'tulip_s_000904.png',train,2,flowers,cfar100,train
b'poppy_s_001631.png',train,2,flowers,cfar100,train
b'orchid_s_001973.png',train,2,flowers,cfar100,train
b'sunflower_s_001191.png',train,2,flowers,cfar100,train
b'tulip_s_000773.png',train,2,flowers,cfar100,train
b'poppy_s_001506.png',train,2,flowers,cfar100,train
b'sunflower_s_002186.png',train,2,flowers,cfar100,train
b'tulip_s_000664.png',train,2,flowers,cfar100,train
b'sunflower_s_000660.png',train,2,flowers,cfar100,train
b'tulip_s_002081.png',train,2,flowers,cfar100,train
b'sunflower_s_000578.png',train,2,flowers,cfar100,train
b'poppy_s_001892.png',train,2,flowers,cfar100,train
b'tulip_s_001387.png',train,2,flowers,cfar100,train
b'poppy_s_000545.png',train,2,flowers,cfar100,train
b'tulipa_armena_s_000012.png',train,2,flowers,cfar100,train
b'rose_s_001787.png',train,2,flowers,cfar100,train
b'sunflower_s_000052.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_000084.png',train,2,flowers,cfar100,train
b'orchid_s_001379.png',train,2,flowers,cfar100,train
b'poppy_s_000007.png',train,2,flowers,cfar100,train
b'poppy_s_000915.png',train,2,flowers,cfar100,train
b'dwarf_tulip_s_000025.png',train,2,flowers,cfar100,train
b'orchid_s_000221.png',train,2,flowers,cfar100,train
b'poppy_s_001376.png',train,2,flowers,cfar100,train
b'poppy_s_001363.png',train,2,flowers,cfar100,train
b'poppy_s_001082.png',train,2,flowers,cfar100,train
b'sunflower_s_002404.png',train,2,flowers,cfar100,train
b'rose_s_000117.png',train,2,flowers,cfar100,train
b'sunflower_s_001112.png',train,2,flowers,cfar100,train
b'mountain_rose_s_000766.png',train,2,flowers,cfar100,train
b'sunflower_s_000025.png',train,2,flowers,cfar100,train
b'tulip_s_001919.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_001200.png',train,2,flowers,cfar100,train
b'tulip_s_002298.png',train,2,flowers,cfar100,train
b'poppy_s_002707.png',train,2,flowers,cfar100,train
b'poppy_s_000664.png',train,2,flowers,cfar100,train
b'orchid_s_000969.png',train,2,flowers,cfar100,train
b'sunflower_s_001623.png',train,2,flowers,cfar100,train
b'poppy_s_001414.png',train,2,flowers,cfar100,train
b'sunflower_s_001401.png',train,2,flowers,cfar100,train
b'sunflower_s_001093.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_001127.png',train,2,flowers,cfar100,train
b'poppy_s_001830.png',train,2,flowers,cfar100,train
b'tulipa_clusiana_s_000363.png',train,2,flowers,cfar100,train
b'tulip_s_001840.png',train,2,flowers,cfar100,train
b'tulip_s_000044.png',train,2,flowers,cfar100,train
b'rose_s_001982.png',train,2,flowers,cfar100,train
b'orchid_s_000023.png',train,2,flowers,cfar100,train
b'lady_tulip_s_000136.png',train,2,flowers,cfar100,train
b'sunflower_s_000513.png',train,2,flowers,cfar100,train
b'dwarf_tulip_s_000013.png',train,2,flowers,cfar100,train
b'poppy_s_000627.png',train,2,flowers,cfar100,train
b'tulip_s_000277.png',train,2,flowers,cfar100,train
b'sunflower_s_002386.png',train,2,flowers,cfar100,train
b'sunflower_s_000030.png',train,2,flowers,cfar100,train
b'sunflower_s_001107.png',train,2,flowers,cfar100,train
b'poppy_s_002228.png',train,2,flowers,cfar100,train
b'rosebush_s_001581.png',train,2,flowers,cfar100,train
b'tulip_s_000765.png',train,2,flowers,cfar100,train
b'orchid_s_000941.png',train,2,flowers,cfar100,train
b'poppy_s_001484.png',train,2,flowers,cfar100,train
b'orchid_s_001813.png',train,2,flowers,cfar100,train
b'tulip_s_000019.png',train,2,flowers,cfar100,train
b'tulip_s_001239.png',train,2,flowers,cfar100,train
b'sunflower_s_000836.png',train,2,flowers,cfar100,train
b'tulipa_clusiana_s_000018.png',train,2,flowers,cfar100,train
b'poppy_s_002315.png',train,2,flowers,cfar100,train
b'tulipa_clusiana_s_000182.png',train,2,flowers,cfar100,train
b'tulip_s_002310.png',train,2,flowers,cfar100,train
b'sunflower_s_001009.png',train,2,flowers,cfar100,train
b'rose_s_000723.png',train,2,flowers,cfar100,train
b'poppy_s_000280.png',train,2,flowers,cfar100,train
b'orchid_s_001178.png',train,2,flowers,cfar100,train
b'poppy_s_000735.png',train,2,flowers,cfar100,train
b'orchid_s_000830.png',train,2,flowers,cfar100,train
b'rose_s_000531.png',train,2,flowers,cfar100,train
b'tulip_s_000554.png',train,2,flowers,cfar100,train
b'poppy_s_002705.png',train,2,flowers,cfar100,train
b'poppy_s_002596.png',train,2,flowers,cfar100,train
b'tulip_s_000157.png',train,2,flowers,cfar100,train
b'tulip_s_000425.png',train,2,flowers,cfar100,train
b'orchid_s_001532.png',train,2,flowers,cfar100,train
b'tulip_s_001926.png',train,2,flowers,cfar100,train
b'poppy_s_002535.png',train,2,flowers,cfar100,train
b'mountain_rose_s_000792.png',train,2,flowers,cfar100,train
b'tulip_s_000958.png',train,2,flowers,cfar100,train
b'orchid_s_001634.png',train,2,flowers,cfar100,train
b'orchid_s_001133.png',train,2,flowers,cfar100,train
b'sunflower_s_000648.png',train,2,flowers,cfar100,train
b'rose_s_000124.png',train,2,flowers,cfar100,train
b'poppy_s_000312.png',train,2,flowers,cfar100,train
b'sunflower_s_000117.png',train,2,flowers,cfar100,train
b'tulipa_clusiana_s_000011.png',train,2,flowers,cfar100,train
b'poppy_s_002295.png',train,2,flowers,cfar100,train
b'lady_tulip_s_000364.png',train,2,flowers,cfar100,train
b'poppy_s_001851.png',train,2,flowers,cfar100,train
b'tulip_s_000466.png',train,2,flowers,cfar100,train
b'sunflower_s_001361.png',train,2,flowers,cfar100,train
b'orchid_s_000056.png',train,2,flowers,cfar100,train
b'sunflower_s_001292.png',train,2,flowers,cfar100,train
b'tulip_s_002043.png',train,2,flowers,cfar100,train
b'poppy_s_000731.png',train,2,flowers,cfar100,train
b'sunflower_s_001434.png',train,2,flowers,cfar100,train
b'tulip_s_001976.png',train,2,flowers,cfar100,train
b'tulipa_clusiana_s_000141.png',train,2,flowers,cfar100,train
b'rose_s_000663.png',train,2,flowers,cfar100,train
b'orchid_s_001839.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_001391.png',train,2,flowers,cfar100,train
b'sunflower_s_002426.png',train,2,flowers,cfar100,train
b'rosebush_s_001894.png',train,2,flowers,cfar100,train
b'orchid_s_001974.png',train,2,flowers,cfar100,train
b'rose_s_000535.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_001028.png',train,2,flowers,cfar100,train
b'sunflower_s_000505.png',train,2,flowers,cfar100,train
b'poppy_s_000576.png',train,2,flowers,cfar100,train
b'poppy_s_000778.png',train,2,flowers,cfar100,train
b'tulip_s_001079.png',train,2,flowers,cfar100,train
b'sunflower_s_001153.png',train,2,flowers,cfar100,train
b'poppy_s_000424.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_000063.png',train,2,flowers,cfar100,train
b'rose_s_000508.png',train,2,flowers,cfar100,train
b'poppy_s_002782.png',train,2,flowers,cfar100,train
b'tulip_s_001677.png',train,2,flowers,cfar100,train
b'orchid_s_001804.png',train,2,flowers,cfar100,train
b'poppy_s_000749.png',train,2,flowers,cfar100,train
b'poppy_s_001452.png',train,2,flowers,cfar100,train
b'rose_s_000733.png',train,2,flowers,cfar100,train
b'orchid_s_001539.png',train,2,flowers,cfar100,train
b'poppy_s_000260.png',train,2,flowers,cfar100,train
b'tulip_s_000809.png',train,2,flowers,cfar100,train
b'sunflower_s_001491.png',train,2,flowers,cfar100,train
b'tulip_s_000469.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_000612.png',train,2,flowers,cfar100,train
b'poppy_s_001444.png',train,2,flowers,cfar100,train
b'rose_s_000629.png',train,2,flowers,cfar100,train
b'poppy_s_000450.png',train,2,flowers,cfar100,train
b'sunflower_s_000007.png',train,2,flowers,cfar100,train
b'sunflower_s_002145.png',train,2,flowers,cfar100,train
b'orchid_s_000686.png',train,2,flowers,cfar100,train
b'poppy_s_000646.png',train,2,flowers,cfar100,train
b'sunflower_s_000448.png',train,2,flowers,cfar100,train
b'sunflower_s_002406.png',train,2,flowers,cfar100,train
b'tulipa_clusiana_s_000375.png',train,2,flowers,cfar100,train
b'lady_tulip_s_000307.png',train,2,flowers,cfar100,train
b'tulip_s_000518.png',train,2,flowers,cfar100,train
b'sunflower_s_001959.png',train,2,flowers,cfar100,train
b'sunflower_s_000978.png',train,2,flowers,cfar100,train
b'poppy_s_001035.png',train,2,flowers,cfar100,train
b'orchid_s_001993.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_001287.png',train,2,flowers,cfar100,train
b'rosebush_s_000782.png',train,2,flowers,cfar100,train
b'orchid_s_000867.png',train,2,flowers,cfar100,train
b'lady_tulip_s_000171.png',train,2,flowers,cfar100,train
b'tulip_s_000041.png',train,2,flowers,cfar100,train
b'sunflower_s_000217.png',train,2,flowers,cfar100,train
b'poppy_s_002797.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_001884.png',train,2,flowers,cfar100,train
b'sunflower_s_000811.png',train,2,flowers,cfar100,train
b'sunflower_s_000774.png',train,2,flowers,cfar100,train
b'orchid_s_001675.png',train,2,flowers,cfar100,train
b'rosebush_s_000374.png',train,2,flowers,cfar100,train
b'poppy_s_001499.png',train,2,flowers,cfar100,train
b'poppy_s_000858.png',train,2,flowers,cfar100,train
b'sunflower_s_002177.png',train,2,flowers,cfar100,train
b'poppy_s_001416.png',train,2,flowers,cfar100,train
b'tulip_s_001411.png',train,2,flowers,cfar100,train
b'sunflower_s_001270.png',train,2,flowers,cfar100,train
b'poppy_s_000171.png',train,2,flowers,cfar100,train
b'sunflower_s_000257.png',train,2,flowers,cfar100,train
b'tulip_s_001632.png',train,2,flowers,cfar100,train
b'sunflower_s_000484.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_000152.png',train,2,flowers,cfar100,train
b'sunflower_s_000327.png',train,2,flowers,cfar100,train
b'rose_s_002035.png',train,2,flowers,cfar100,train
b'tulipa_clusiana_s_000137.png',train,2,flowers,cfar100,train
b'sunflower_s_000050.png',train,2,flowers,cfar100,train
b'rosebush_s_000698.png',train,2,flowers,cfar100,train
b'tulip_s_000093.png',train,2,flowers,cfar100,train
b'tulip_s_000850.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_001390.png',train,2,flowers,cfar100,train
b'rose_s_002147.png',train,2,flowers,cfar100,train
b'poppy_s_000959.png',train,2,flowers,cfar100,train
b'tulip_s_000246.png',train,2,flowers,cfar100,train
b'poppy_s_001029.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_000234.png',train,2,flowers,cfar100,train
b'tulip_s_001707.png',train,2,flowers,cfar100,train
b'tulip_s_000207.png',train,2,flowers,cfar100,train
b'sunflower_s_002018.png',train,2,flowers,cfar100,train
b'rose_s_001186.png',train,2,flowers,cfar100,train
b'sunflower_s_000755.png',train,2,flowers,cfar100,train
b'tulip_s_002066.png',train,2,flowers,cfar100,train
b'rose_s_000621.png',train,2,flowers,cfar100,train
b'rose_s_000039.png',train,2,flowers,cfar100,train
b'sunflower_s_001853.png',train,2,flowers,cfar100,train
b'lady_tulip_s_000704.png',train,2,flowers,cfar100,train
b'tulip_s_000607.png',train,2,flowers,cfar100,train
b'sunflower_s_000009.png',train,2,flowers,cfar100,train
b'rose_s_002081.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_001666.png',train,2,flowers,cfar100,train
b'rosebush_s_001219.png',train,2,flowers,cfar100,train
b'poppy_s_000018.png',train,2,flowers,cfar100,train
b'poppy_s_002198.png',train,2,flowers,cfar100,train
b'poppy_s_001136.png',train,2,flowers,cfar100,train
b'poppy_s_000892.png',train,2,flowers,cfar100,train
b'mountain_rose_s_000918.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_000549.png',train,2,flowers,cfar100,train
b'poppy_s_001134.png',train,2,flowers,cfar100,train
b'sunflower_s_001714.png',train,2,flowers,cfar100,train
b'sunflower_s_000863.png',train,2,flowers,cfar100,train
b'tulip_s_001417.png',train,2,flowers,cfar100,train
b'rose_s_001618.png',train,2,flowers,cfar100,train
b'poppy_s_002401.png',train,2,flowers,cfar100,train
b'rose_s_001155.png',train,2,flowers,cfar100,train
b'orchid_s_001959.png',train,2,flowers,cfar100,train
b'poppy_s_001556.png',train,2,flowers,cfar100,train
b'rosebush_s_000394.png',train,2,flowers,cfar100,train
b'lady_tulip_s_000188.png',train,2,flowers,cfar100,train
b'tulip_s_002079.png',train,2,flowers,cfar100,train
b'tulip_s_000666.png',train,2,flowers,cfar100,train
b'tulip_s_001528.png',train,2,flowers,cfar100,train
b'orchid_s_000231.png',train,2,flowers,cfar100,train
b'orchid_s_000468.png',train,2,flowers,cfar100,train
b'tulip_s_001531.png',train,2,flowers,cfar100,train
b'orchid_s_001788.png',train,2,flowers,cfar100,train
b'orchid_s_000507.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_001282.png',train,2,flowers,cfar100,train
b'tulip_s_001670.png',train,2,flowers,cfar100,train
b'orchid_s_000857.png',train,2,flowers,cfar100,train
b'orchid_s_001921.png',train,2,flowers,cfar100,train
b'tulipa_clusiana_s_000031.png',train,2,flowers,cfar100,train
b'sunflower_s_000215.png',train,2,flowers,cfar100,train
b'sunflower_s_000023.png',train,2,flowers,cfar100,train
b'orchid_s_000397.png',train,2,flowers,cfar100,train
b'poppy_s_001853.png',train,2,flowers,cfar100,train
b'rose_s_002183.png',train,2,flowers,cfar100,train
b'sunflower_s_000081.png',train,2,flowers,cfar100,train
b'poppy_s_002086.png',train,2,flowers,cfar100,train
b'orchid_s_001764.png',train,2,flowers,cfar100,train
b'poppy_s_002581.png',train,2,flowers,cfar100,train
b'tulip_s_000359.png',train,2,flowers,cfar100,train
b'sunflower_s_001702.png',train,2,flowers,cfar100,train
b'sunflower_s_001646.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_000800.png',train,2,flowers,cfar100,train
b'sunflower_s_001323.png',train,2,flowers,cfar100,train
b'tulipa_clusiana_s_000343.png',train,2,flowers,cfar100,train
b'sunflower_s_000204.png',train,2,flowers,cfar100,train
b'mountain_rose_s_000913.png',train,2,flowers,cfar100,train
b'mountain_rose_s_001235.png',train,2,flowers,cfar100,train
b'orchid_s_001449.png',train,2,flowers,cfar100,train
b'tulip_s_001144.png',train,2,flowers,cfar100,train
b'rose_s_001242.png',train,2,flowers,cfar100,train
b'sunflower_s_001266.png',train,2,flowers,cfar100,train
b'rosebush_s_000749.png',train,2,flowers,cfar100,train
b'sunflower_s_001849.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_001363.png',train,2,flowers,cfar100,train
b'poppy_s_001617.png',train,2,flowers,cfar100,train
b'orchid_s_001650.png',train,2,flowers,cfar100,train
b'tulip_s_001879.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_001867.png',train,2,flowers,cfar100,train
b'poppy_s_001777.png',train,2,flowers,cfar100,train
b'poppy_s_001614.png',train,2,flowers,cfar100,train
b'orchid_s_001750.png',train,2,flowers,cfar100,train
b'tulip_s_001438.png',train,2,flowers,cfar100,train
b'rose_s_001405.png',train,2,flowers,cfar100,train
b'sunflower_s_000683.png',train,2,flowers,cfar100,train
b'rose_s_001621.png',train,2,flowers,cfar100,train
b'rose_s_002164.png',train,2,flowers,cfar100,train
b'poppy_s_001846.png',train,2,flowers,cfar100,train
b'poppy_s_001153.png',train,2,flowers,cfar100,train
b'sunflower_s_001427.png',train,2,flowers,cfar100,train
b'poppy_s_000483.png',train,2,flowers,cfar100,train
b'rose_s_001945.png',train,2,flowers,cfar100,train
b'orchid_s_000370.png',train,2,flowers,cfar100,train
b'sunflower_s_000338.png',train,2,flowers,cfar100,train
b'sunflower_s_000553.png',train,2,flowers,cfar100,train
b'orchid_s_000347.png',train,2,flowers,cfar100,train
b'tulipa_clusiana_s_000044.png',train,2,flowers,cfar100,train
b'poppy_s_002436.png',train,2,flowers,cfar100,train
b'poppy_s_002050.png',train,2,flowers,cfar100,train
b'orchid_s_001416.png',train,2,flowers,cfar100,train
b'rose_s_001116.png',train,2,flowers,cfar100,train
b'sunflower_s_002415.png',train,2,flowers,cfar100,train
b'poppy_s_001387.png',train,2,flowers,cfar100,train
b'poppy_s_002202.png',train,2,flowers,cfar100,train
b'rose_s_000392.png',train,2,flowers,cfar100,train
b'rosebush_s_000442.png',train,2,flowers,cfar100,train
b'tulip_s_000094.png',train,2,flowers,cfar100,train
b'sunflower_s_001055.png',train,2,flowers,cfar100,train
b'dwarf_tulip_s_000145.png',train,2,flowers,cfar100,train
b'tulip_s_001044.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_001497.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_000012.png',train,2,flowers,cfar100,train
b'poppy_s_000355.png',train,2,flowers,cfar100,train
b'poppy_s_001255.png',train,2,flowers,cfar100,train
b'poppy_s_000923.png',train,2,flowers,cfar100,train
b'sunflower_s_001130.png',train,2,flowers,cfar100,train
b'rose_s_000415.png',train,2,flowers,cfar100,train
b'sunflower_s_000703.png',train,2,flowers,cfar100,train
b'poppy_s_000809.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_001388.png',train,2,flowers,cfar100,train
b'tulipa_clusiana_s_000189.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_001354.png',train,2,flowers,cfar100,train
b'tulip_s_000149.png',train,2,flowers,cfar100,train
b'poppy_s_002358.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_001040.png',train,2,flowers,cfar100,train
b'sunflower_s_001390.png',train,2,flowers,cfar100,train
b'tulip_s_000674.png',train,2,flowers,cfar100,train
b'rosebush_s_001194.png',train,2,flowers,cfar100,train
b'orchid_s_001843.png',train,2,flowers,cfar100,train
b'rosebush_s_001790.png',train,2,flowers,cfar100,train
b'tulip_s_000120.png',train,2,flowers,cfar100,train
b'poppy_s_001184.png',train,2,flowers,cfar100,train
b'sunflower_s_000923.png',train,2,flowers,cfar100,train
b'orchid_s_000043.png',train,2,flowers,cfar100,train
b'poppy_s_000088.png',train,2,flowers,cfar100,train
b'poppy_s_001063.png',train,2,flowers,cfar100,train
b'poppy_s_000894.png',train,2,flowers,cfar100,train
b'tulip_s_001439.png',train,2,flowers,cfar100,train
b'rosebush_s_000691.png',train,2,flowers,cfar100,train
b'tulipa_clusiana_s_000276.png',train,2,flowers,cfar100,train
b'rose_s_000487.png',train,2,flowers,cfar100,train
b'orchid_s_000248.png',train,2,flowers,cfar100,train
b'orchid_s_001411.png',train,2,flowers,cfar100,train
b'orchid_s_000648.png',train,2,flowers,cfar100,train
b'sunflower_s_000921.png',train,2,flowers,cfar100,train
b'orchid_s_000053.png',train,2,flowers,cfar100,train
b'rose_s_002233.png',train,2,flowers,cfar100,train
b'sunflower_s_001370.png',train,2,flowers,cfar100,train
b'poppy_s_000661.png',train,2,flowers,cfar100,train
b'poppy_s_000459.png',train,2,flowers,cfar100,train
b'poppy_s_001265.png',train,2,flowers,cfar100,train
b'rosebush_s_001149.png',train,2,flowers,cfar100,train
b'mountain_rose_s_000712.png',train,2,flowers,cfar100,train
b'sunflower_s_001350.png',train,2,flowers,cfar100,train
b'tulip_s_001215.png',train,2,flowers,cfar100,train
b'poppy_s_000581.png',train,2,flowers,cfar100,train
b'poppy_s_001847.png',train,2,flowers,cfar100,train
b'tulip_s_000731.png',train,2,flowers,cfar100,train
b'rose_s_001710.png',train,2,flowers,cfar100,train
b'tulipa_clusiana_s_000304.png',train,2,flowers,cfar100,train
b'lady_tulip_s_000257.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_001434.png',train,2,flowers,cfar100,train
b'sunflower_s_002407.png',train,2,flowers,cfar100,train
b'sunflower_s_001037.png',train,2,flowers,cfar100,train
b'tulip_s_000691.png',train,2,flowers,cfar100,train
b'rose_s_001128.png',train,2,flowers,cfar100,train
b'sunflower_s_000710.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_001275.png',train,2,flowers,cfar100,train
b'rose_s_002275.png',train,2,flowers,cfar100,train
b'tulip_s_000046.png',train,2,flowers,cfar100,train
b'orchid_s_001114.png',train,2,flowers,cfar100,train
b'sunflower_s_000131.png',train,2,flowers,cfar100,train
b'poppy_s_002382.png',train,2,flowers,cfar100,train
b'orchid_s_001633.png',train,2,flowers,cfar100,train
b'mountain_rose_s_001232.png',train,2,flowers,cfar100,train
b'poppy_s_001227.png',train,2,flowers,cfar100,train
b'tulip_s_000023.png',train,2,flowers,cfar100,train
b'tulipa_clusiana_s_000318.png',train,2,flowers,cfar100,train
b'sunflower_s_000010.png',train,2,flowers,cfar100,train
b'rose_s_000623.png',train,2,flowers,cfar100,train
b'dwarf_tulip_s_000132.png',train,2,flowers,cfar100,train
b'sunflower_s_002362.png',train,2,flowers,cfar100,train
b'tulip_s_001803.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_001367.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_001669.png',train,2,flowers,cfar100,train
b'mountain_rose_s_001073.png',train,2,flowers,cfar100,train
b'orchidaceous_plant_s_000044.png',train,2,flowers,cfar100,train
b'orchid_s_000412.png',train,2,flowers,cfar100,train
b'rose_s_002015.png',train,2,flowers,cfar100,train
b'orchid_s_000773.png',train,2,flowers,cfar100,train
b'orchid_s_000884.png',train,2,flowers,cfar100,train
b'tulip_s_000127.png',train,2,flowers,cfar100,train
b'sunflower_s_002306.png',train,2,flowers,cfar100,train
b'sunflower_s_002285.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_001077.png',train,2,flowers,cfar100,train
b'rosebush_s_001360.png',train,2,flowers,cfar100,train
b'poppy_s_001049.png',train,2,flowers,cfar100,train
b'orchid_s_000881.png',train,2,flowers,cfar100,train
b'tulip_s_001145.png',train,2,flowers,cfar100,train
b'orchid_s_001805.png',train,2,flowers,cfar100,train
b'sunflower_s_000855.png',train,2,flowers,cfar100,train
b'tulip_s_002210.png',train,2,flowers,cfar100,train
b'sunflower_s_000012.png',train,2,flowers,cfar100,train
b'sunflower_s_002212.png',train,2,flowers,cfar100,train
b'sunflower_s_001795.png',train,2,flowers,cfar100,train
b'mountain_rose_s_000075.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_000593.png',train,2,flowers,cfar100,train
b'poppy_s_001959.png',train,2,flowers,cfar100,train
b'mountain_rose_s_000704.png',train,2,flowers,cfar100,train
b'rosebush_s_000012.png',train,2,flowers,cfar100,train
b'rosebush_s_001165.png',train,2,flowers,cfar100,train
b'poppy_s_002636.png',train,2,flowers,cfar100,train
b'sunflower_s_001710.png',train,2,flowers,cfar100,train
b'poppy_s_000065.png',train,2,flowers,cfar100,train
b'sunflower_s_002178.png',train,2,flowers,cfar100,train
b'tulip_s_000542.png',train,2,flowers,cfar100,train
b'poppy_s_000811.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_001323.png',train,2,flowers,cfar100,train
b'sunflower_s_001243.png',train,2,flowers,cfar100,train
b'sunflower_s_001019.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_000566.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_000365.png',train,2,flowers,cfar100,train
b'orchid_s_001271.png',train,2,flowers,cfar100,train
b'dwarf_tulip_s_000247.png',train,2,flowers,cfar100,train
b'orchid_s_000045.png',train,2,flowers,cfar100,train
b'mountain_rose_s_001231.png',train,2,flowers,cfar100,train
b'rose_s_000311.png',train,2,flowers,cfar100,train
b'tulip_s_000139.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_000634.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_000798.png',train,2,flowers,cfar100,train
b'sunflower_s_002474.png',train,2,flowers,cfar100,train
b'poppy_s_001979.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_000950.png',train,2,flowers,cfar100,train
b'sunflower_s_001715.png',train,2,flowers,cfar100,train
b'poppy_s_000447.png',train,2,flowers,cfar100,train
b'sunflower_s_000062.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_001365.png',train,2,flowers,cfar100,train
b'mountain_rose_s_000855.png',train,2,flowers,cfar100,train
b'sunflower_s_001026.png',train,2,flowers,cfar100,train
b'poppy_s_002785.png',train,2,flowers,cfar100,train
b'orchid_s_000010.png',train,2,flowers,cfar100,train
b'poppy_s_000351.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_000474.png',train,2,flowers,cfar100,train
b'rosebush_s_002362.png',train,2,flowers,cfar100,train
b'orchid_s_000016.png',train,2,flowers,cfar100,train
b'poppy_s_002671.png',train,2,flowers,cfar100,train
b'poppy_s_002481.png',train,2,flowers,cfar100,train
b'butterfly_orchid_s_000977.png',train,2,flowers,cfar100,train
b'sunflower_s_000328.png',train,2,flowers,cfar100,train
b'orchid_s_001890.png',train,2,flowers,cfar100,train
b'sunflower_s_000547.png',train,2,flowers,cfar100,train
b'tulip_s_000024.png',train,2,flowers,cfar100,train
b'sunflower_s_000039.png',train,2,flowers,cfar100,train
b'tulipa_clusiana_s_000038.png',train,2,flowers,cfar100,train
b'mountain_rose_s_000065.png',train,2,flowers,cfar100,train
b'rosebush_s_000399.png',train,2,flowers,cfar100,train
b'sunflower_s_001144.png',train,2,flowers,cfar100,train
